,price,rooms,floor,lat,lon
28762,55000000,2.0,3.0,55.759237,37.594156
28763,13451783,2.0,8.0,55.593432,37.432521
28764,30000000,4.0,8.0,55.784167,37.742013
28766,13500000,2.0,9.0,55.594232,37.458561
28767,8535261,1.0,21.0,55.678434,37.236176
28768,17019000,2.0,3.0,55.662007,37.553279
28769,19109550,2.0,12.0,55.719525,37.690231
28770,13500000,2.0,21.0,55.856809,37.406644
28771,14999999,3.0,3.0,55.50324,37.536978
28772,66000000,3.0,16.0,55.819963,37.465878
28773,12349007,3.0,7.0,55.957228,37.451952
28774,8500000,2.0,1.0,55.636762,37.794754
28775,5700000,1.0,4.0,55.838335,37.303415
28776,24158760,3.0,11.0,55.836889,37.423529
28777,15500000,2.0,7.0,55.738838,37.471644
28778,14567152,2.0,18.0,55.591548,37.430471
28779,12000000,3.0,9.0,55.748846,37.850471
28780,15513974,2.0,2.0,55.772294,37.689568
28781,20960000,2.0,4.0,55.707975,37.588156
28782,14100000,1.0,5.0,55.7835,37.670299
28783,10300000,2.0,12.0,55.530085,37.613038
28784,37981790,2.0,18.0,55.749436,37.459377
28785,12666380,1.0,2.0,55.850057,37.683083
28786,14990000,2.0,14.0,55.857718,37.349456
28787,8699000,1.0,5.0,55.681748,37.75227
28788,30000000,2.0,5.0,55.680832,37.551358
28789,8831687,1.0,9.0,55.587039,37.610718
28790,5730706,1.0,1.0,55.569285,37.282335
28791,13306200,1.0,28.0,55.836889,37.423529
28792,26800000,3.0,26.0,55.71623,37.431234
28793,43643500,3.0,39.0,55.754241,37.522552
28794,15500000,3.0,3.0,56.009573,37.472697
28795,12503165,1.0,18.0,55.842524,37.489679
28796,7200000,2.0,2.0,55.809002,37.314564
28797,5100000,1.0,3.0,55.579712,37.906725
28798,10200000,2.0,5.0,55.92719,38.009215
28799,17648682,3.0,12.0,55.673638,37.638002
28800,20500000,2.0,16.0,55.661307,37.565684
28801,10150000,3.0,17.0,55.834976,37.92957
28802,5150000,1.0,3.0,56.013141,37.460975
28804,24376624,3.0,20.0,55.830685,37.399136
28805,27500000,3.0,11.0,55.69393,37.583354
28806,55500000,4.0,4.0,55.775039,37.598876
28807,15034209,2.0,12.0,55.817697,37.746318
28808,17500000,3.0,5.0,55.654995,37.233698
28809,26907159,2.0,5.0,55.793288,37.57873
28810,10990000,1.0,5.0,55.745349,37.702354
28811,8900000,1.0,16.0,55.528531,37.586045
28812,7200000,3.0,3.0,55.656243,37.926329
28813,24000000,2.0,3.0,55.728766,37.669092
28814,50234748,2.0,18.0,55.734324,37.524964
28815,20075732,1.0,6.0,55.7275,37.642774
28816,22956735,2.0,2.0,55.749511,37.518181
28817,22000000,1.0,8.0,55.809147,37.482479
28818,23100000,2.0,24.0,55.840864,37.379099
28819,37000000,4.0,7.0,55.557956,37.556478
28820,27563272,2.0,7.0,55.735249,37.526343
28821,16000000,1.0,9.0,55.869814,37.462693
28822,19990000,1.0,29.0,55.696321,37.469801
28823,15000000,3.0,2.0,55.945648,37.293483
28824,75000000,4.0,3.0,55.833726,37.359121
28825,31400000,3.0,5.0,55.785446,37.511897
28826,33000000,2.0,13.0,55.695901,37.485901
28827,27266286,2.0,2.0,55.717209,37.636437
28828,12500000,2.0,1.0,55.637259,37.527235
28829,6000000,1.0,11.0,55.821801,37.889469
28830,53000000,3.0,8.0,55.747541,37.586702
28831,23000000,3.0,3.0,55.746567,37.421663
28832,17900000,1.0,6.0,55.78476,37.496677
28833,7820315,1.0,9.0,55.548306,37.51588
28834,26705709,2.0,6.0,55.797369,37.495155
28835,18400000,3.0,5.0,55.65575,37.515863
28836,15700000,3.0,9.0,55.778715,37.485073
28837,16917600,2.0,25.0,55.791029,37.471611
28838,8700000,1.0,12.0,55.892681,37.647624
28839,23581788,2.0,20.0,55.80534,37.5726
28840,65000000,3.0,4.0,55.720513,37.581186
28841,46999999,4.0,28.0,55.741807,37.416638
28842,10200000,3.0,3.0,55.908449,37.863035
28843,18000000,4.0,5.0,55.679355,37.721886
28844,6500000,1.0,5.0,55.73551,37.996991
28845,130000000,4.0,7.0,55.767137,37.568186
28846,32000000,2.0,32.0,55.770407,37.563819
28847,13890000,2.0,2.0,55.681536,37.299375
28849,7800000,1.0,17.0,55.641046,37.852304
28850,10500000,2.0,1.0,55.896255,37.291088
28851,32383084,4.0,7.0,55.830685,37.399136
28852,10866528,1.0,16.0,55.592763,37.427133
28853,23000000,2.0,6.0,55.700733,37.631501
28854,13900000,3.0,8.0,55.562422,37.70397
28855,16360657,2.0,8.0,55.637332,37.426829
28856,22044363,2.0,44.0,55.806111,37.571988
28857,12470500,2.0,17.0,55.922615,37.533949
28858,8200000,1.0,9.0,55.789269,37.880491
28859,6450000,1.0,7.0,55.870495,37.254198
28860,46103620,2.0,11.0,55.768176,37.502906
28861,24790000,2.0,22.0,55.557374,37.558417
28862,15000000,4.0,4.0,55.967103,37.661055
28863,134981328,3.0,9.0,55.731707,37.5174
28864,10476861,2.0,16.0,55.593432,37.432521
28866,11999000,3.0,4.0,55.92238,37.744294
28867,14500000,3.0,5.0,55.660102,37.56616
28868,12538247,2.0,22.0,55.615093,37.383918
28869,8500000,2.0,2.0,55.947282,37.837562
28870,7200000,2.0,2.0,55.798111,37.962764
28871,58800000,3.0,8.0,55.754296,37.543809
28872,14400000,3.0,9.0,55.928457,37.725098
28873,14200000,3.0,8.0,55.708477,37.379697
28874,84000000,4.0,3.0,55.678991,37.547419
28875,14000000,2.0,2.0,55.847068,37.419519
28876,26361620,1.0,9.0,55.748904,37.458784
28877,10400000,3.0,3.0,55.919186,37.84566
28878,22300000,3.0,3.0,55.901074,37.392575
28879,39195000,3.0,4.0,55.688383,37.656814
28880,8210035,1.0,7.0,55.594828,37.429789
28881,14200000,3.0,7.0,55.520634,37.586582
28882,11084994,2.0,5.0,55.594931,37.427516
28883,12350000,2.0,8.0,55.587271,37.596845
28884,35339999,2.0,4.0,55.783116,37.585427
28885,49000000,2.0,19.0,55.736302,37.493646
28886,6900000,1.0,6.0,55.821155,37.248154
28887,29000000,2.0,9.0,55.598683,37.725404
28889,27000000,2.0,31.0,55.773953,37.473454
28890,15900000,2.0,5.0,55.632101,37.67553
28891,13800000,1.0,10.0,55.860981,37.542014
28892,14500000,2.0,6.0,55.574462,37.473768
28893,23000000,3.0,3.0,55.789836,37.638573
28894,11212048,2.0,3.0,55.695351,37.954772
28895,7750000,2.0,2.0,55.763196,37.864107
28896,15300000,2.0,12.0,55.869431,37.54985
28897,49000000,2.0,13.0,55.65305,37.471706
28898,33500000,2.0,14.0,55.774851,37.630801
28899,27000000,2.0,2.0,55.697547,37.845851
28901,15990000,2.0,10.0,55.813484,37.741008
28902,8467374,1.0,10.0,55.723913,37.686179
28904,6000000,1.0,10.0,55.790956,37.964207
28905,12650000,2.0,11.0,55.540766,37.457386
28906,22000000,2.0,1.0,55.721053,37.606277
28907,10650000,2.0,5.0,55.918816,37.410437
28908,17387104,2.0,25.0,55.842142,37.488526
28909,11400000,1.0,5.0,55.594236,37.461607
28910,10999000,1.0,1.0,55.718827,37.786122
28911,52942000,3.0,2.0,55.792538,37.543053
28912,21500000,3.0,6.0,55.961914,37.522348
28913,14390231,2.0,29.0,55.81744,37.745895
28914,7683576,1.0,24.0,55.862049,37.376917
28915,14700000,2.0,2.0,55.869548,37.55909
28916,18400000,2.0,4.0,55.805502,37.720949
28917,151000000,3.0,2.0,55.7277,37.571562
28918,6200000,2.0,2.0,56.014549,37.466792
28919,66114066,3.0,7.0,55.806213,37.502022
28920,32000000,3.0,2.0,55.796335,37.391943
28921,14600000,3.0,6.0,55.867989,37.60147
28922,39950000,4.0,2.0,55.75943,37.657058
28923,19366242,2.0,8.0,55.606549,37.578363
28924,17000000,2.0,11.0,55.840434,37.525942
28925,16000000,3.0,1.0,55.676837,37.52355
28926,24500000,2.0,10.0,55.722815,37.61479
28927,64999000,2.0,3.0,55.762751,37.59282
28928,38921024,1.0,27.0,55.732514,37.541109
28929,10990000,1.0,11.0,55.562781,37.49756
28930,8000000,1.0,23.0,55.68765,37.910026
28931,12750000,2.0,2.0,55.680874,37.662964
28932,16700000,3.0,3.0,55.82249,37.432214
28933,8450000,2.0,6.0,55.906196,38.045426
28934,29990000,2.0,9.0,55.807549,37.635721
28935,40500000,3.0,3.0,55.789408,37.656896
28936,7999000,2.0,5.0,55.890483,37.442174
28937,12415000,1.0,6.0,55.789806,37.468672
28938,11777328,1.0,2.0,55.799849,37.615169
28940,21016448,2.0,18.0,55.637172,37.705728
28941,16225452,2.0,6.0,55.842935,37.48768
28943,17680000,2.0,11.0,55.878944,37.610796
28944,5500000,1.0,9.0,55.832758,37.926264
28945,9950000,2.0,9.0,55.529652,37.64203
28946,8100000,1.0,12.0,55.946241,37.304987
28947,22100000,2.0,7.0,55.883429,37.387952
28948,13000000,2.0,16.0,55.725859,37.749053
28949,14900000,2.0,5.0,55.615401,37.550406
28950,12458801,2.0,11.0,55.591548,37.430471
28952,90000000,4.0,3.0,55.765327,37.635007
28953,6000000,1.0,3.0,55.834202,37.930937
28954,10361424,1.0,33.0,55.817697,37.746318
28955,33568200,4.0,9.0,55.773748,37.474404
28956,12093013,1.0,5.0,55.721337,37.687369
28957,8100000,1.0,2.0,55.897912,37.284587
28958,11778550,2.0,1.0,55.701,37.394266
28959,20294235,2.0,6.0,55.803479,37.713649
28960,35900000,2.0,16.0,55.775932,37.524945
28961,60000000,3.0,15.0,55.714279,37.672894
28962,120000000,4.0,4.0,55.757274,37.650737
28963,65000000,4.0,13.0,55.738811,37.49155
28964,7000000,2.0,3.0,55.611631,37.970777
28965,6056450,1.0,11.0,55.640258,37.854757
28966,7600000,1.0,5.0,55.922282,37.720412
28967,14000000,2.0,5.0,55.886952,37.613344
28968,26462000,1.0,3.0,55.814103,37.421652
28969,63990000,4.0,5.0,55.786639,37.595138
28970,20333712,2.0,7.0,55.68756,37.47127
28971,9700000,2.0,8.0,55.562179,37.851657
28972,21570000,1.0,17.0,55.820044,37.602498
28973,13000000,2.0,7.0,55.60715,37.75033
28974,14304748,2.0,13.0,55.591548,37.430471
28975,9956561,2.0,11.0,55.700571,37.962692
28976,10200000,1.0,5.0,55.933374,37.502382
28977,27582500,4.0,8.0,55.728138,37.45019
28978,99750000,3.0,4.0,55.762884,37.555532
28979,19200000,3.0,13.0,55.910155,37.390848
28980,5011682,1.0,1.0,55.832996,37.955103
28981,7073575,1.0,14.0,55.922615,37.533949
28982,13054507,3.0,23.0,55.548306,37.51588
28983,9990000,1.0,14.0,55.706871,37.453828
28984,18500000,3.0,1.0,55.784344,37.35392
28985,19911529,1.0,6.0,55.798437,37.710598
28986,21749498,1.0,3.0,55.746127,37.521238
28987,30000000,3.0,8.0,55.688378,37.518849
28988,17243000,2.0,3.0,55.579823,37.671403
28989,15120087,2.0,10.0,55.559942,37.507181
28990,15000000,3.0,21.0,55.834239,37.271179
28992,23500000,2.0,7.0,55.726601,37.582287
28993,14070028,3.0,10.0,55.826536,37.415303
28994,12850000,2.0,4.0,55.771555,37.482987
28995,29120194,3.0,7.0,55.829853,37.402906
28996,15600000,3.0,14.0,55.740504,37.855544
28997,9420000,1.0,5.0,55.585796,37.697045
28998,18578912,3.0,3.0,55.812408,37.483979
28999,12700000,2.0,9.0,55.882007,37.59556
29000,31884792,2.0,24.0,55.806083,37.570096
29001,13200000,2.0,4.0,55.857469,37.407388
29002,5199999,1.0,1.0,55.714055,37.974187
29003,33800844,3.0,3.0,55.687763,37.6987
29004,10399566,3.0,16.0,55.695351,37.954772
29006,24999000,2.0,36.0,55.788494,37.678607
29007,300000000,6.0,7.0,55.715299,37.481395
29008,19614440,2.0,22.0,55.645696,37.390686
29009,42000000,2.0,4.0,55.74265,37.543121
29010,8300000,1.0,9.0,55.540918,37.453472
29011,11028400,1.0,15.0,55.857965,37.605841
29012,22500000,3.0,11.0,55.715345,37.435313
29013,24649440,1.0,33.0,55.656364,37.522431
29014,14000000,2.0,18.0,55.626188,37.313828
29015,16800000,3.0,6.0,55.581458,37.598187
29017,13900000,3.0,5.0,55.665502,37.74545
29018,20900000,2.0,10.0,55.701413,37.642608
29019,8300000,1.0,5.0,55.881975,37.718126
29020,27970000,4.0,7.0,55.6353,37.591886
29021,21030000,1.0,19.0,55.820044,37.602498
29022,15500000,3.0,7.0,55.680287,37.777119
29023,12800000,3.0,3.0,55.678681,37.89264
29024,9712440,2.0,3.0,55.903118,37.637038
29025,10237438,1.0,17.0,55.728532,37.7376
29026,70000000,4.0,18.0,55.790565,37.568948
29027,16451700,2.0,3.0,55.780238,37.703714
29028,22500000,4.0,4.0,55.542765,37.561375
29030,12950000,1.0,15.0,55.677342,37.560971
29031,10200000,2.0,1.0,55.723832,37.355074
29032,13141802,2.0,4.0,55.591622,37.431253
29033,13995000,2.0,17.0,55.749442,37.873345
29034,7500000,2.0,3.0,55.552568,37.340774
29035,52846380,4.0,24.0,55.809504,37.624678
29036,12400000,1.0,20.0,55.557374,37.558417
29037,62000000,3.0,20.0,55.8045,37.41471
29038,9700000,2.0,9.0,55.540251,37.71983
29039,21894818,2.0,13.0,55.747758,37.40845
29040,17850000,2.0,20.0,55.737335,37.694395
29041,7200000,2.0,4.0,55.627395,37.209665
29042,3450000,1.0,1.0,55.653687,37.416878
29043,11690000,1.0,2.0,55.816668,37.626812
29045,26500000,2.0,10.0,55.854387,37.648917
29046,14419650,1.0,3.0,55.838688,37.511897
29047,22298068,2.0,2.0,55.687835,37.639217
29048,80000000,4.0,43.0,55.770407,37.563819
29049,15500000,3.0,1.0,55.539322,37.503981
29050,21500000,1.0,18.0,55.751304,37.526793
29051,99000000,5.0,3.0,55.715788,37.504395
29052,12200000,2.0,4.0,55.895776,37.542417
29053,120000000,5.0,8.0,55.723213,37.619309
29054,13500000,2.0,14.0,55.823262,37.880999
29055,18815280,1.0,3.0,55.798437,37.710598
29056,5650000,1.0,5.0,55.813953,37.341334
29057,102000000,4.0,41.0,55.72733,37.479784
29059,87000000,5.0,3.0,55.792606,37.483662
29060,40000000,3.0,9.0,55.774708,37.682156
29061,8900000,1.0,4.0,55.793221,37.782207
29062,23846084,2.0,20.0,55.806083,37.570096
29063,20500000,2.0,13.0,55.697158,37.633445
29064,9388508,1.0,23.0,55.673638,37.638002
29065,13670000,2.0,8.0,55.866764,37.395345
29066,14929075,2.0,3.0,55.728563,37.71105
29067,14650000,2.0,3.0,55.782183,37.663023
29068,12900000,2.0,5.0,55.802251,37.470492
29069,11500000,1.0,4.0,55.851203,37.682819
29070,9200000,1.0,4.0,55.598654,37.364316
29071,11156364,2.0,6.0,55.593903,37.428457
29072,17999999,3.0,17.0,55.548374,37.53517
29073,8450000,1.0,11.0,55.504507,37.589054
29074,10600000,4.0,9.0,55.695207,37.899833
29075,12500000,3.0,3.0,55.75254,37.831284
29076,4499000,1.0,5.0,55.799594,37.981717
29077,19162200,2.0,16.0,55.838184,37.51339
29078,11273774,2.0,12.0,55.727307,37.74136
29079,9350000,1.0,15.0,55.937339,37.498856
29080,20280000,2.0,25.0,55.764648,37.511849
29081,25531216,2.0,13.0,55.830685,37.399136
29082,13751838,1.0,38.0,55.637172,37.705728
29083,16400000,3.0,3.0,55.82632,37.583054
29084,7727012,1.0,3.0,55.593892,37.431085
29085,25000000,2.0,5.0,55.667634,37.556215
29086,8300000,1.0,1.0,55.888945,37.603355
29087,22700000,3.0,12.0,55.738232,37.85794
29088,17014000,2.0,23.0,55.814159,37.740821
29089,13800000,2.0,11.0,55.702355,37.928197
29090,24000000,2.0,1.0,55.763551,37.610603
29091,13016583,2.0,10.0,55.794216,37.652693
29092,11300000,3.0,5.0,55.880852,37.718612
29093,35000000,3.0,12.0,55.695901,37.485901
29094,49999999,2.0,32.0,55.793914,37.541278
29095,15000000,2.0,2.0,55.812233,37.402525
29096,9700000,2.0,12.0,55.872068,37.39488
29097,24300000,3.0,6.0,55.816574,37.753298
29098,11756441,1.0,3.0,55.818919,37.750228
29099,20050000,2.0,9.0,55.820044,37.602498
29100,16348185,1.0,47.0,55.830685,37.399136
29101,19999999,3.0,21.0,55.653727,37.530449
29102,24000000,1.0,10.0,55.793631,37.771882
29103,13700000,3.0,2.0,55.86338,37.433512
29104,25500000,4.0,10.0,55.721086,37.42048
29105,18000000,2.0,15.0,55.612905,37.751092
29106,13500000,2.0,4.0,55.835061,37.353527
29107,8900000,1.0,3.0,55.649255,37.854007
29108,11500000,2.0,4.0,55.624852,37.210507
29109,28657014,1.0,22.0,55.746127,37.521238
29111,11000000,1.0,13.0,55.879911,37.596889
29112,28500000,3.0,2.0,55.732789,37.629743
29113,6100000,2.0,17.0,55.534227,37.723392
29114,25500000,3.0,12.0,55.67982,37.705499
29115,10800000,2.0,5.0,55.877321,37.693572
29116,10328250,1.0,3.0,55.662007,37.553279
29117,14200000,3.0,2.0,55.632054,37.867122
29118,7900000,2.0,17.0,55.559657,37.817124
29119,5300000,1.0,18.0,55.698489,37.911851
29120,5700000,1.0,9.0,55.72479,37.974639
29121,13589638,4.0,17.0,55.696404,37.955606
29122,15700000,2.0,7.0,55.702883,37.772213
29123,13400000,2.0,8.0,55.573186,37.484337
29124,11700000,1.0,10.0,55.698608,37.858385
29125,10000000,1.0,12.0,55.961502,37.526251
29126,15000000,2.0,9.0,55.570512,37.492076
29127,8100000,2.0,6.0,55.921535,37.375025
29128,47000000,2.0,12.0,55.754529,37.542766
29129,15000000,3.0,8.0,55.664964,37.857327
29130,12988245,2.0,1.0,55.540722,37.454973
29131,8576906,1.0,5.0,55.591622,37.431253
29132,7650000,1.0,8.0,55.886075,37.445523
29133,65000000,4.0,2.0,55.727549,37.535692
29134,7980000,1.0,4.0,55.703991,37.364586
29136,27700000,2.0,2.0,55.754026,37.523352
29137,25500000,3.0,18.0,55.631494,37.41181
29138,13500000,2.0,12.0,55.754051,37.798971
29139,12800000,2.0,3.0,55.871711,37.630314
29140,35331450,2.0,15.0,55.748372,37.458191
29141,23800000,3.0,22.0,55.721245,37.694176
29142,14150000,1.0,17.0,55.643324,37.359463
29143,8101936,1.0,6.0,55.723913,37.686179
29144,14199998,3.0,8.0,55.622224,37.594065
29145,22300000,4.0,23.0,55.904801,37.393664
29146,21525350,3.0,24.0,55.813484,37.741008
29147,11000000,3.0,3.0,55.774744,37.598176
29148,9422463,1.0,24.0,55.862049,37.376917
29149,12995000,1.0,5.0,55.812717,37.738508
29150,45001424,2.0,9.0,55.70077,37.492841
29151,34250000,3.0,14.0,55.820044,37.602498
29152,6500000,1.0,12.0,55.596843,37.76738
29153,16999999,3.0,5.0,55.813506,37.801676
29154,16750000,4.0,10.0,55.902027,37.399261
29155,19637293,2.0,20.0,55.687225,37.468956
29156,11800000,1.0,12.0,55.826219,37.576935
29157,20752424,2.0,13.0,55.812325,37.707747
29158,15000000,3.0,6.0,55.57906,37.601045
29159,11900000,2.0,5.0,55.655785,37.580168
29160,9600000,1.0,18.0,55.751259,37.879461
29161,7076425,3.0,5.0,55.817178,37.199981
29162,16443000,2.0,12.0,55.857965,37.605841
29163,20300000,2.0,17.0,55.68292,37.691863
29164,11500000,2.0,4.0,55.926254,37.727782
29165,17500000,3.0,4.0,55.713975,37.729481
29166,13500000,1.0,9.0,55.719474,37.694353
29167,12632966,1.0,13.0,55.880477,37.542987
29168,31800000,3.0,23.0,55.690011,37.470502
29170,21932332,2.0,40.0,55.806083,37.570096
29171,9300000,1.0,11.0,55.893674,37.71014
29172,18315910,2.0,11.0,55.880477,37.542987
29173,6390000,1.0,4.0,56.004069,37.452828
29174,13000000,2.0,12.0,55.681752,37.771896
29175,33512400,2.0,8.0,55.692916,37.477074
29176,16600000,2.0,18.0,55.756348,37.508979
29177,72000000,4.0,3.0,55.704469,37.512815
29178,47940000,3.0,15.0,55.75203,37.698665
29179,15000000,1.0,2.0,55.809048,37.702499
29180,69800000,3.0,8.0,55.718996,37.47889
29181,42500000,3.0,15.0,55.790833,37.458264
29182,7240000,2.0,4.0,55.740517,38.001789
29183,9117036,1.0,17.0,55.6746,37.637688
29184,26436697,4.0,7.0,55.700135,37.467573
29185,61900000,4.0,5.0,55.791205,37.524418
29186,14642100,1.0,13.0,55.838184,37.51339
29187,23588300,1.0,6.0,55.704891,37.571464
29188,200000000,5.0,14.0,55.767398,37.567457
29189,13500000,3.0,14.0,55.69957,37.319973
29190,6800000,1.0,3.0,56.007484,37.441119
29191,23000000,3.0,22.0,55.790168,37.47184
29192,247925360,5.0,6.0,55.710523,37.47083
29193,12600000,2.0,3.0,55.814628,37.807293
29194,11000000,2.0,2.0,55.521471,37.586649
29195,19500000,4.0,3.0,55.637318,37.665005
29196,152383392,3.0,8.0,55.730412,37.573978
29197,26263898,3.0,5.0,55.839902,37.512305
29198,27950000,2.0,9.0,55.697347,37.474199
29199,13471340,2.0,16.0,55.593432,37.432521
29200,13090000,1.0,25.0,55.857965,37.605841
29201,22630696,1.0,23.0,55.694708,37.477326
29202,7288512,2.0,3.0,56.006629,37.809108
29204,12200000,2.0,10.0,55.688356,37.724366
29206,31500000,1.0,2.0,55.724695,37.528152
29207,28963360,1.0,13.0,55.768176,37.502906
29208,33000000,4.0,15.0,55.574891,37.477113
29210,12500000,2.0,7.0,55.601385,37.745015
29211,14290000,1.0,14.0,55.750163,37.698624
29212,19488784,2.0,11.0,55.740731,37.505552
29213,60000000,4.0,17.0,55.751664,37.416711
29214,11400000,2.0,2.0,55.834239,37.271179
29215,18500000,2.0,2.0,55.758649,37.539378
29216,16000000,1.0,15.0,55.816574,37.753298
29217,24900000,1.0,13.0,55.736395,37.654645
29218,36000000,3.0,4.0,55.768797,37.597347
29219,13000000,2.0,19.0,55.70742,37.325042
29220,9780000,3.0,4.0,55.656847,37.205028
29221,87000000,3.0,24.0,55.754318,37.524726
29222,13000000,3.0,3.0,55.682319,37.640818
29223,9406540,1.0,3.0,55.818142,37.752943
29224,8000000,1.0,1.0,55.643633,37.616126
29225,11250000,1.0,6.0,55.823952,37.653866
29226,23000000,3.0,4.0,55.679684,37.452404
29227,37783717,1.0,12.0,55.732019,37.541534
29228,23533510,1.0,32.0,55.694708,37.477326
29229,16900000,2.0,5.0,55.762745,37.480228
29231,9100000,3.0,7.0,55.650349,37.857446
29232,28890000,5.0,18.0,55.682701,37.244012
29233,16000000,2.0,4.0,55.667578,37.859339
29234,17500000,3.0,11.0,55.548412,37.528659
29235,35740000,2.0,17.0,55.820044,37.602498
29236,12000000,2.0,7.0,55.699553,37.936804
29237,9450000,1.0,7.0,55.572152,37.492776
29238,8812800,2.0,1.0,55.556771,37.636593
29239,27013260,2.0,42.0,55.797873,37.625361
29240,59341950,3.0,9.0,55.7505,37.447273
29242,20399000,3.0,2.0,55.756773,37.409049
29243,17681150,2.0,37.0,55.68756,37.47127
29244,39999675,1.0,3.0,55.779803,37.581116
29246,17500000,3.0,9.0,55.676445,37.452604
29247,23200000,2.0,11.0,55.807323,37.649063
29248,24500000,2.0,10.0,55.680327,37.632839
29249,31900000,3.0,4.0,55.771485,37.658404
29250,10197381,1.0,22.0,55.728532,37.7376
29251,11000000,3.0,3.0,55.891672,37.445649
29252,16938256,1.0,14.0,55.682232,37.626111
29253,8500000,1.0,1.0,55.632147,37.478766
29254,12300000,1.0,8.0,55.743668,37.396487
29255,12000000,3.0,5.0,55.717851,37.862752
29256,11200000,2.0,16.0,55.649255,37.854007
29257,26175430,2.0,23.0,55.751947,37.692171
29258,11330358,2.0,8.0,55.56297,37.709318
29259,8435673,1.0,14.0,55.860171,37.377774
29260,9205776,1.0,17.0,55.723913,37.686179
29261,9486000,1.0,14.0,55.838184,37.51339
29262,16480194,3.0,19.0,55.61414,37.386404
29263,15300000,1.0,14.0,55.675472,37.445039
29264,41140000,2.0,23.0,55.66578,37.483035
29265,15920936,4.0,6.0,55.593432,37.432521
29266,13650000,1.0,2.0,55.764795,37.592937
29267,19010240,2.0,2.0,55.721337,37.687369
29268,27180000,2.0,17.0,55.740082,37.687738
29269,5980000,1.0,4.0,55.836036,37.979778
29270,13990000,2.0,2.0,55.697951,37.619908
29271,18000000,3.0,5.0,55.780081,37.728089
29272,6750000,1.0,10.0,56.002302,37.8474
29274,13000000,2.0,1.0,55.758441,37.795899
29275,8900000,2.0,4.0,55.69864,37.905893
29276,7800000,2.0,24.0,55.834301,37.269335
29277,14453100,1.0,17.0,55.606549,37.578363
29278,6500000,1.0,15.0,55.556877,37.818891
29279,29900000,2.0,21.0,55.695901,37.485901
29280,21430000,2.0,6.0,55.820044,37.602498
29281,21136147,2.0,30.0,55.806171,37.715971
29282,30600000,2.0,3.0,55.763809,37.660302
29283,9800000,1.0,5.0,55.639741,37.662617
29284,44200000,3.0,4.0,55.702251,37.492775
29285,25452000,2.0,21.0,55.682319,37.640818
29286,8500000,1.0,2.0,55.706358,37.811246
29287,24572896,2.0,40.0,55.68756,37.47127
29288,61000000,3.0,8.0,55.734324,37.524964
29289,9800000,1.0,14.0,55.55605,37.600202
29290,26000000,3.0,6.0,55.783876,37.661597
29291,12880000,2.0,5.0,55.545211,37.52434
29292,24000000,3.0,1.0,55.685378,37.5666
29293,78000000,4.0,23.0,55.675638,37.475497
29294,18941054,1.0,18.0,55.806083,37.570096
29295,6150000,1.0,17.0,55.831312,37.973677
29296,19800000,4.0,15.0,55.604156,37.655758
29297,90000000,5.0,19.0,55.72733,37.479784
29298,6850000,1.0,5.0,55.530708,37.644734
29299,15669820,2.0,17.0,55.922615,37.533949
29300,9200000,2.0,18.0,55.832757,37.288019
29301,60000000,4.0,16.0,55.819963,37.465878
29302,11886488,2.0,14.0,55.587039,37.610718
29303,30833530,3.0,2.0,55.810258,37.623953
29304,14800000,2.0,10.0,55.717045,37.42184
29305,14500000,1.0,5.0,55.617643,37.730458
29306,26682660,2.0,34.0,55.797873,37.625361
29307,20853760,2.0,15.0,55.740731,37.505552
29308,31330000,3.0,2.0,55.685192,37.532616
29309,12900000,3.0,1.0,55.880561,37.582848
29310,11300000,2.0,3.0,55.783818,37.85147
29311,84900000,3.0,21.0,55.76224,37.510356
29312,14700000,1.0,6.0,55.698105,37.634077
29313,16500000,1.0,13.0,55.782313,37.661216
29314,14700000,3.0,4.0,55.627696,37.508114
29315,9500000,2.0,9.0,55.744022,37.964543
29316,25443857,2.0,14.0,55.855985,37.62341
29317,4757829,1.0,19.0,55.832996,37.955103
29318,12500000,2.0,2.0,55.818075,37.374585
29319,90000000,3.0,10.0,55.734324,37.524964
29320,7200000,1.0,9.0,55.84968,37.179703
29321,20437840,2.0,18.0,55.830685,37.399136
29322,7100000,1.0,15.0,55.719498,37.973212
29323,264973500,9.0,22.0,55.735601,37.453751
29324,40218200,2.0,28.0,55.746127,37.521238
29325,18881178,3.0,2.0,55.564424,37.488535
29326,11200000,1.0,12.0,55.719431,37.724875
29327,12000000,2.0,9.0,55.735128,37.406669
29328,10250000,1.0,8.0,55.879334,37.563809
29329,13100000,1.0,16.0,55.715841,37.406551
29330,19900000,3.0,4.0,55.72652,37.769351
29331,24500000,3.0,6.0,55.667855,37.548338
29332,43025472,2.0,5.0,55.732514,37.541109
29333,109970000,6.0,24.0,55.795905,37.485566
29334,63525000,2.0,6.0,55.770896,37.591538
29335,14283000,4.0,2.0,55.967741,37.662443
29336,45000000,2.0,2.0,55.725922,37.626663
29337,145915000,3.0,3.0,55.738432,37.616114
29338,8300000,1.0,11.0,55.947507,37.332978
29339,12978919,3.0,15.0,55.548306,37.51588
29340,4980000,1.0,6.0,55.878388,37.272498
29341,10500000,2.0,10.0,55.544588,37.725511
29343,5000000,1.0,3.0,55.627667,37.211306
29344,19000000,2.0,4.0,55.885815,37.678043
29345,15707908,1.0,8.0,55.652188,37.628156
29346,12700000,3.0,8.0,55.697346,37.908809
29347,17000000,2.0,23.0,55.728138,37.45019
